,ListingId_1,ListingId_2,ids,uns_label,label,pred_label
78,18609671,13135409,"(18609671, 13135409)",0.0,,0.0
79,18609671,18298091,"(18609671, 18298091)",0.0,,0.0
80,18622506,18298091,"(18622506, 18298091)",1.0,,1.0
81,18622506,18505331,"(18622506, 18505331)",0.0,,0.0
82,18666266,1279735,"(18666266, 1279735)",0.0,,0.0
83,18666266,15239518,"(18666266, 15239518)",0.0,,0.0
84,18666266,17042462,"(18666266, 17042462)",0.0,,0.0
85,18666266,18062995,"(18666266, 18062995)",0.0,,0.0
86,18780017,13291327,"(18780017, 13291327)",0.0,,0.0
87,18785437,10008030,"(18785437, 10008030)",0.0,,0.0
88,18816251,13291327,"(18816251, 13291327)",0.0,,0.0
89,18816251,18780017,"(18816251, 18780017)",0.0,,0.0
90,18816460,12558413,"(18816460, 12558413)",1.0,,0.0
91,18816460,13196981,"(18816460, 13196981)",1.0,,0.0
92,18816460,18609671,"(18816460, 18609671)",1.0,0.0,0.0
93,18837476,15564496,"(18837476, 15564496)",0.0,,0.0
94,18939034,13691198,"(18939034, 13691198)",0.0,,0.0
95,1894944,10584731,"(1894944, 10584731)",0.0,,0.0
96,1894944,11430214,"(1894944, 11430214)",0.0,,0.0
97,1894944,15249058,"(1894944, 15249058)",0.0,,0.0
98,1894944,1601408,"(1894944, 1601408)",0.0,,0.0
99,1894944,17390004,"(1894944, 17390004)",0.0,,0.0
100,1894944,17554758,"(1894944, 17554758)",0.0,,0.0
101,19006771,11317473,"(19006771, 11317473)",0.0,,0.0
102,19006771,1630438,"(19006771, 1630438)",0.0,,0.0
103,19006771,179528,"(19006771, 179528)",0.0,,0.0
104,19184032,1041309,"(19184032, 1041309)",0.0,,0.0
105,19184032,12058561,"(19184032, 12058561)",1.0,,1.0
106,19240662,12139525,"(19240662, 12139525)",1.0,,0.0
107,1924485,10584731,"(1924485, 10584731)",0.0,,0.0
108,1924485,11430214,"(1924485, 11430214)",0.0,,0.0
109,1924485,1601408,"(1924485, 1601408)",0.0,,0.0
110,1924485,17390004,"(1924485, 17390004)",0.0,,0.0
111,1924485,17554758,"(1924485, 17554758)",0.0,,0.0
112,1924485,1894944,"(1924485, 1894944)",0.0,,0.0
113,1926792,11217131,"(1926792, 11217131)",0.0,,0.0
114,1926792,11430214,"(1926792, 11430214)",0.0,,0.0
115,1926792,17536444,"(1926792, 17536444)",0.0,,0.0
116,1929777,11347669,"(1929777, 11347669)",0.0,,0.0
117,1929777,12059101,"(1929777, 12059101)",0.0,0.0,0.0
118,19619006,19343174,"(19619006, 19343174)",0.0,,0.0
119,19634664,13291327,"(19634664, 13291327)",0.0,,0.0
120,19634664,18780017,"(19634664, 18780017)",0.0,,0.0
121,19634664,18816251,"(19634664, 18816251)",0.0,,0.0
122,19635966,11217131,"(19635966, 11217131)",0.0,,0.0
123,19635966,11430214,"(19635966, 11430214)",1.0,,0.0
124,19635966,16610138,"(19635966, 16610138)",0.0,,0.0
125,19635966,17536444,"(19635966, 17536444)",0.0,,0.0
126,19635966,1926792,"(19635966, 1926792)",0.0,,0.0
127,19765648,15637415,"(19765648, 15637415)",1.0,,0.0
128,19782977,1174506,"(19782977, 1174506)",1.0,,0.0
129,19885353,17536444,"(19885353, 17536444)",0.0,,0.0
130,19885353,1926792,"(19885353, 1926792)",0.0,,0.0
131,19939329,10119487,"(19939329, 10119487)",0.0,,0.0
132,19939329,15249058,"(19939329, 15249058)",0.0,,0.0
133,19939329,15286319,"(19939329, 15286319)",0.0,,0.0
134,19939329,18523486,"(19939329, 18523486)",0.0,,0.0
135,1994336,1250364,"(1994336, 1250364)",0.0,,0.0
136,1994336,1731246,"(1994336, 1731246)",0.0,,0.0
137,2015074,11708784,"(2015074, 11708784)",0.0,,0.0
138,2015074,16270813,"(2015074, 16270813)",0.0,,0.0
139,2015074,16610138,"(2015074, 16610138)",0.0,,0.0
140,20162728,11175840,"(20162728, 11175840)",0.0,,0.0
141,20162728,1630438,"(20162728, 1630438)",0.0,,0.0
142,20516768,11306432,"(20516768, 11306432)",0.0,,0.0
143,20516768,15286319,"(20516768, 15286319)",0.0,,0.0
144,20516768,18523486,"(20516768, 18523486)",0.0,,0.0
145,20516768,19939329,"(20516768, 19939329)",0.0,,0.0
146,20530198,13291327,"(20530198, 13291327)",0.0,,0.0
147,20530198,18780017,"(20530198, 18780017)",1.0,,0.0
148,20530198,18816251,"(20530198, 18816251)",0.0,,0.0
149,20530198,19634664,"(20530198, 19634664)",1.0,,0.0
150,2065321,10008030,"(2065321, 10008030)",0.0,,0.0
151,2065321,1484957,"(2065321, 1484957)",0.0,,0.0
152,2065321,18785437,"(2065321, 18785437)",1.0,,0.0
153,2070211,18622506,"(2070211, 18622506)",0.0,,0.0
154,2080040,12558413,"(2080040, 12558413)",0.0,,0.0
155,2080040,17774718,"(2080040, 17774718)",0.0,,0.0
156,20808175,17042462,"(20808175, 17042462)",0.0,,0.0
157,20808175,18062995,"(20808175, 18062995)",0.0,,0.0
158,20808175,18666266,"(20808175, 18666266)",0.0,,0.0
159,20826986,1041309,"(20826986, 1041309)",0.0,,0.0
160,20826986,12058561,"(20826986, 12058561)",0.0,,0.0
161,20826986,18338304,"(20826986, 18338304)",0.0,,0.0
162,20826986,19184032,"(20826986, 19184032)",0.0,,0.0
163,2090727,10008030,"(2090727, 10008030)",1.0,,0.0
164,2090727,1250364,"(2090727, 1250364)",0.0,,0.0
165,2090727,1454784,"(2090727, 1454784)",0.0,,0.0
166,2090727,1484957,"(2090727, 1484957)",1.0,,0.0
167,2090727,2065321,"(2090727, 2065321)",1.0,,0.0
168,2091152,10905722,"(2091152, 10905722)",0.0,,0.0
169,2091152,12613621,"(2091152, 12613621)",0.0,,0.0
170,2091152,137026,"(2091152, 137026)",0.0,,0.0
171,2091152,16614928,"(2091152, 16614928)",0.0,,0.0
172,20922280,14292407,"(20922280, 14292407)",0.0,,0.0
173,20922280,17874135,"(20922280, 17874135)",0.0,,0.0
174,20987240,19641424,"(20987240, 19641424)",0.0,0.0,0.0
175,21118786,11694315,"(21118786, 11694315)",0.0,,0.0
176,21118786,19616960,"(21118786, 19616960)",0.0,,0.0
177,21142758,12558413,"(21142758, 12558413)",1.0,,0.0
178,21142758,13196981,"(21142758, 13196981)",1.0,0.0,0.0
179,21142758,15595655,"(21142758, 15595655)",0.0,,0.0
180,21142758,18816460,"(21142758, 18816460)",1.0,,0.0
181,21211980,1279735,"(21211980, 1279735)",0.0,,0.0
182,21211980,14292407,"(21211980, 14292407)",0.0,,0.0
183,21211980,15239518,"(21211980, 15239518)",0.0,,0.0
184,21211980,20922280,"(21211980, 20922280)",0.0,,0.0
185,21315774,11217131,"(21315774, 11217131)",0.0,,0.0
186,21315774,17536444,"(21315774, 17536444)",0.0,,0.0
187,21315774,1926792,"(21315774, 1926792)",0.0,,0.0
188,21315774,19885353,"(21315774, 19885353)",0.0,,0.0
189,21363769,1018703,"(21363769, 1018703)",0.0,,0.0
190,21363769,18116541,"(21363769, 18116541)",1.0,,0.0
191,21374801,10817619,"(21374801, 10817619)",0.0,,0.0
192,21374801,18516556,"(21374801, 18516556)",0.0,,0.0
193,21421856,10119487,"(21421856, 10119487)",1.0,,0.0
194,21421856,1250364,"(21421856, 1250364)",0.0,,0.0
195,21421856,1454784,"(21421856, 1454784)",0.0,,0.0
196,21421856,1731246,"(21421856, 1731246)",1.0,,0.0
197,2144304,17505754,"(2144304, 17505754)",0.0,,0.0
198,21558114,18505331,"(21558114, 18505331)",0.0,,0.0
199,21558114,18622506,"(21558114, 18622506)",0.0,,0.0
200,21558114,2070211,"(21558114, 2070211)",1.0,,0.0
201,21685892,12548328,"(21685892, 12548328)",0.0,,0.0
202,21686745,11217131,"(21686745, 11217131)",0.0,,0.0
203,21686745,11708784,"(21686745, 11708784)",0.0,,0.0
204,21686745,16610138,"(21686745, 16610138)",0.0,,0.0
205,21686745,19635966,"(21686745, 19635966)",0.0,,0.0
206,21686745,2015074,"(21686745, 2015074)",0.0,,0.0
207,21703780,137026,"(21703780, 137026)",0.0,,0.0
208,21783756,12039992,"(21783756, 12039992)",1.0,,0.0
209,21783756,17431839,"(21783756, 17431839)",0.0,,0.0
210,21801282,16154366,"(21801282, 16154366)",0.0,,0.0
211,21905300,19884996,"(21905300, 19884996)",0.0,,0.0
212,22014200,13709435,"(22014200, 13709435)",1.0,,0.0
213,22014200,17900191,"(22014200, 17900191)",0.0,,0.0
214,22094067,11217131,"(22094067, 11217131)",1.0,,0.0
215,22094067,19635966,"(22094067, 19635966)",1.0,,0.0
216,22094067,21315774,"(22094067, 21315774)",0.0,,0.0
217,22094067,21686745,"(22094067, 21686745)",0.0,,0.0
218,2211896,10905722,"(2211896, 10905722)",0.0,,0.0
219,2211896,12613621,"(2211896, 12613621)",0.0,,0.0
220,2211896,137026,"(2211896, 137026)",0.0,,0.0
221,2211896,16614928,"(2211896, 16614928)",0.0,,0.0
222,2211896,2091152,"(2211896, 2091152)",0.0,,0.0
223,22263693,11858660,"(22263693, 11858660)",0.0,,0.0
224,22300847,13074889,"(22300847, 13074889)",0.0,,0.0
225,2235708,12550957,"(2235708, 12550957)",0.0,,0.0
226,2235708,17874135,"(2235708, 17874135)",0.0,,0.0
227,2235708,18516556,"(2235708, 18516556)",0.0,,0.0
228,22670486,10119487,"(22670486, 10119487)",0.0,,0.0
229,22670486,10584731,"(22670486, 10584731)",0.0,,0.0
230,22670486,11306432,"(22670486, 11306432)",0.0,,0.0
231,22670486,15249058,"(22670486, 15249058)",1.0,,0.0
232,22670486,15286319,"(22670486, 15286319)",0.0,,0.0
233,22670486,1601408,"(22670486, 1601408)",0.0,,0.0
234,22670486,17390004,"(22670486, 17390004)",0.0,,0.0
235,22670486,17554758,"(22670486, 17554758)",0.0,,0.0
236,22670486,18523486,"(22670486, 18523486)",0.0,,0.0
237,22670486,1894944,"(22670486, 1894944)",0.0,,0.0
238,22670486,1924485,"(22670486, 1924485)",0.0,,0.0
239,22670486,19939329,"(22670486, 19939329)",0.0,,0.0
240,22670486,20516768,"(22670486, 20516768)",0.0,,0.0
241,2272303,12550957,"(2272303, 12550957)",0.0,0.0,0.0
242,2272303,17874135,"(2272303, 17874135)",0.0,,0.0
243,2272303,20922280,"(2272303, 20922280)",0.0,,0.0
244,2272303,2235708,"(2272303, 2235708)",0.0,,0.0
245,22758348,10817619,"(22758348, 10817619)",0.0,,0.0
246,22758348,18516556,"(22758348, 18516556)",0.0,,0.0
247,22758348,21374801,"(22758348, 21374801)",0.0,,0.0
248,22807669,13812273,"(22807669, 13812273)",0.0,,0.0
249,22920222,12039992,"(22920222, 12039992)",0.0,,0.0
250,22920222,21783756,"(22920222, 21783756)",0.0,,0.0
251,23083927,11217131,"(23083927, 11217131)",0.0,,0.0
252,23083927,11430214,"(23083927, 11430214)",0.0,,0.0
253,23083927,17536444,"(23083927, 17536444)",0.0,,0.0
254,23083927,1926792,"(23083927, 1926792)",0.0,,0.0
255,23083927,19635966,"(23083927, 19635966)",0.0,,0.0
256,23083927,21315774,"(23083927, 21315774)",0.0,,0.0
257,23083927,21686745,"(23083927, 21686745)",0.0,,0.0
258,23083927,22094067,"(23083927, 22094067)",1.0,,0.0
259,23219350,14292407,"(23219350, 14292407)",0.0,,0.0
260,23219350,17874135,"(23219350, 17874135)",0.0,,0.0
261,23219350,20922280,"(23219350, 20922280)",0.0,,0.0
262,23219350,2235708,"(23219350, 2235708)",0.0,,0.0
263,23219350,2272303,"(23219350, 2272303)",0.0,,0.0
264,23334335,11217131,"(23334335, 11217131)",1.0,,0.0
265,23334335,17536444,"(23334335, 17536444)",0.0,,0.0
266,23334335,1926792,"(23334335, 1926792)",0.0,,0.0
267,23334335,19635966,"(23334335, 19635966)",1.0,,0.0
268,23334335,21686745,"(23334335, 21686745)",0.0,,0.0
269,23334335,23083927,"(23334335, 23083927)",0.0,,0.0
270,23430951,14292407,"(23430951, 14292407)",0.0,,0.0
271,23430951,20922280,"(23430951, 20922280)",0.0,,0.0
272,23430951,21211980,"(23430951, 21211980)",0.0,,0.0
273,23552547,10817619,"(23552547, 10817619)",0.0,,0.0
274,23552547,18516556,"(23552547, 18516556)",0.0,,0.0
275,23552547,21374801,"(23552547, 21374801)",0.0,,0.0
276,23552547,22758348,"(23552547, 22758348)",1.0,,1.0
277,23729261,11306432,"(23729261, 11306432)",0.0,0.0,0.0
278,23729261,17042462,"(23729261, 17042462)",0.0,,0.0
279,23729261,1894944,"(23729261, 1894944)",0.0,,0.0
280,23729261,1924485,"(23729261, 1924485)",1.0,,0.0
281,23729261,20808175,"(23729261, 20808175)",0.0,,0.0
282,23832190,1174506,"(23832190, 1174506)",1.0,,0.0
283,23963946,16208749,"(23963946, 16208749)",1.0,,0.0
284,23971011,13463261,"(23971011, 13463261)",1.0,,0.0
285,23971011,20987240,"(23971011, 20987240)",0.0,,0.0
286,23971504,12840460,"(23971504, 12840460)",0.0,0.0,0.0
287,23971504,14412467,"(23971504, 14412467)",0.0,,0.0
288,23971504,18589514,"(23971504, 18589514)",0.0,,0.0
289,23971759,1018703,"(23971759, 1018703)",0.0,,0.0
290,23971759,23971504,"(23971759, 23971504)",1.0,,1.0
291,24035171,1279735,"(24035171, 1279735)",0.0,,0.0
292,24035171,14292407,"(24035171, 14292407)",0.0,,0.0
293,24035171,15239518,"(24035171, 15239518)",0.0,,0.0
294,24035171,18062995,"(24035171, 18062995)",0.0,,0.0
295,24035171,18666266,"(24035171, 18666266)",0.0,,0.0
296,24035171,20922280,"(24035171, 20922280)",0.0,,0.0
297,24035171,21211980,"(24035171, 21211980)",0.0,,0.0
298,24035171,23430951,"(24035171, 23430951)",0.0,,0.0
299,24284070,11347669,"(24284070, 11347669)",0.0,,0.0
300,24284070,12059101,"(24284070, 12059101)",0.0,,0.0
301,24284070,1929777,"(24284070, 1929777)",1.0,,0.0
302,24284070,20987240,"(24284070, 20987240)",0.0,,0.0
303,2434568,18298091,"(2434568, 18298091)",0.0,,0.0
304,2434568,18505331,"(2434568, 18505331)",0.0,,0.0
305,2434568,18622506,"(2434568, 18622506)",0.0,,0.0
306,2434568,2070211,"(2434568, 2070211)",0.0,,0.0
307,2434568,21558114,"(2434568, 21558114)",0.0,,0.0
308,24625552,14292407,"(24625552, 14292407)",0.0,,0.0
309,24625552,15239518,"(24625552, 15239518)",0.0,,0.0
310,24625552,17874135,"(24625552, 17874135)",0.0,,0.0
311,24625552,18666266,"(24625552, 18666266)",0.0,,0.0
312,24625552,20922280,"(24625552, 20922280)",0.0,,0.0
313,24625552,21211980,"(24625552, 21211980)",0.0,0.0,0.0
314,24625552,23219350,"(24625552, 23219350)",0.0,,0.0
315,24625552,23430951,"(24625552, 23430951)",0.0,,0.0
316,24625552,24035171,"(24625552, 24035171)",0.0,,0.0
317,24628192,13952479,"(24628192, 13952479)",0.0,,0.0
318,24628192,16081933,"(24628192, 16081933)",0.0,,0.0
319,24732648,13952479,"(24732648, 13952479)",0.0,0.0,0.0
320,24732648,23430951,"(24732648, 23430951)",0.0,,0.0
321,24740652,13691198,"(24740652, 13691198)",0.0,,0.0
322,24740652,14583283,"(24740652, 14583283)",0.0,,0.0
323,24766967,15591889,"(24766967, 15591889)",0.0,,0.0
324,24827860,15591889,"(24827860, 15591889)",1.0,,0.0
325,24827860,18116541,"(24827860, 18116541)",1.0,,0.0
326,24827860,21363769,"(24827860, 21363769)",1.0,,0.0
327,24981353,10119487,"(24981353, 10119487)",0.0,,0.0
328,24981353,10584731,"(24981353, 10584731)",0.0,,0.0
329,24981353,11306432,"(24981353, 11306432)",0.0,,0.0
330,24981353,15249058,"(24981353, 15249058)",0.0,,0.0
331,24981353,15286319,"(24981353, 15286319)",0.0,,0.0
332,24981353,1601408,"(24981353, 1601408)",0.0,,0.0
333,24981353,17390004,"(24981353, 17390004)",0.0,,0.0
334,24981353,17554758,"(24981353, 17554758)",0.0,,0.0
335,24981353,18523486,"(24981353, 18523486)",0.0,,0.0
336,24981353,19939329,"(24981353, 19939329)",0.0,,0.0
337,24981353,20516768,"(24981353, 20516768)",0.0,,0.0
338,24981353,22670486,"(24981353, 22670486)",0.0,,0.0
339,25133928,14412467,"(25133928, 14412467)",0.0,,0.0
340,2514858,10008030,"(2514858, 10008030)",0.0,0.0,0.0
341,2514858,18086951,"(2514858, 18086951)",0.0,,0.0
342,25273911,15642871,"(25273911, 15642871)",0.0,,0.0
343,25273911,18116541,"(25273911, 18116541)",0.0,,0.0
344,25273911,18785437,"(25273911, 18785437)",0.0,,0.0
345,2534067,1250364,"(2534067, 1250364)",0.0,,0.0
346,2534067,1454784,"(2534067, 1454784)",0.0,,0.0
347,2534067,1484957,"(2534067, 1484957)",0.0,,0.0
348,2534067,1731246,"(2534067, 1731246)",1.0,,0.0
349,2534067,1994336,"(2534067, 1994336)",0.0,,0.0
350,2534067,2090727,"(2534067, 2090727)",1.0,,0.0
351,2534067,21421856,"(2534067, 21421856)",1.0,,0.0
352,25391426,10111606,"(25391426, 10111606)",1.0,1.0,1.0
353,25391426,14022661,"(25391426, 14022661)",0.0,,0.0
354,25435485,12558413,"(25435485, 12558413)",0.0,,0.0
355,25435485,18816460,"(25435485, 18816460)",1.0,,0.0
356,25435485,2080040,"(25435485, 2080040)",0.0,,0.0
357,25500038,11942440,"(25500038, 11942440)",0.0,,0.0
358,25500038,13709435,"(25500038, 13709435)",0.0,,0.0
359,25500038,17900191,"(25500038, 17900191)",0.0,,0.0
360,25500038,18105155,"(25500038, 18105155)",0.0,,0.0
361,25500038,22014200,"(25500038, 22014200)",0.0,,0.0
362,2574202,1155386,"(2574202, 1155386)",0.0,,0.0
363,25943076,13610296,"(25943076, 13610296)",0.0,,0.0
364,25943076,1994336,"(25943076, 1994336)",0.0,,0.0
365,25943076,23971759,"(25943076, 23971759)",0.0,,0.0
366,25968358,1279735,"(25968358, 1279735)",0.0,,0.0
367,25968358,14292407,"(25968358, 14292407)",0.0,,0.0
368,25968358,15239518,"(25968358, 15239518)",0.0,,0.0
369,25968358,17042462,"(25968358, 17042462)",0.0,,0.0
370,25968358,18062995,"(25968358, 18062995)",0.0,,0.0
371,25968358,18666266,"(25968358, 18666266)",0.0,,0.0
372,25968358,24035171,"(25968358, 24035171)",0.0,,0.0
373,25968358,24625552,"(25968358, 24625552)",0.0,,0.0
374,26000168,13812273,"(26000168, 13812273)",0.0,,0.0
375,26000168,15595655,"(26000168, 15595655)",0.0,,0.0
376,26071272,10111606,"(26071272, 10111606)",1.0,1.0,1.0
377,26071272,13709435,"(26071272, 13709435)",0.0,,0.0
378,26071272,14022661,"(26071272, 14022661)",0.0,,0.0
379,26071272,18105155,"(26071272, 18105155)",0.0,,0.0
380,26071272,25391426,"(26071272, 25391426)",1.0,1.0,1.0
381,26071272,25500038,"(26071272, 25500038)",0.0,,0.0
382,26146719,16538401,"(26146719, 16538401)",0.0,,0.0
383,262394,13812273,"(262394, 13812273)",1.0,,0.0
384,262394,21589652,"(262394, 21589652)",1.0,,0.0
385,262394,22807669,"(262394, 22807669)",0.0,,0.0
386,26248015,11217131,"(26248015, 11217131)",1.0,,0.0
387,26248015,11708784,"(26248015, 11708784)",1.0,,0.0
388,26248015,16610138,"(26248015, 16610138)",0.0,,0.0
389,26248015,19635966,"(26248015, 19635966)",1.0,,0.0
390,26248015,2015074,"(26248015, 2015074)",0.0,,0.0
391,26248015,21686745,"(26248015, 21686745)",0.0,,0.0
392,26248015,23083927,"(26248015, 23083927)",1.0,,0.0
393,26248015,23334335,"(26248015, 23334335)",1.0,,0.0
394,26265461,11217131,"(26265461, 11217131)",0.0,,0.0
395,26265461,11708784,"(26265461, 11708784)",0.0,,0.0
396,26265461,16270813,"(26265461, 16270813)",0.0,,0.0
397,26265461,16610138,"(26265461, 16610138)",0.0,,0.0
398,26265461,19635966,"(26265461, 19635966)",0.0,,0.0
399,26265461,2015074,"(26265461, 2015074)",0.0,,0.0
400,26265461,21686745,"(26265461, 21686745)",0.0,,0.0
401,26265461,22094067,"(26265461, 22094067)",0.0,,0.0
402,26265461,23334335,"(26265461, 23334335)",0.0,,0.0
403,26265461,26248015,"(26265461, 26248015)",0.0,,0.0
404,26326181,21815300,"(26326181, 21815300)",1.0,,0.0
405,26482715,12548328,"(26482715, 12548328)",0.0,,0.0
406,26482715,13489366,"(26482715, 13489366)",0.0,,0.0
407,26482715,19006771,"(26482715, 19006771)",0.0,,0.0
408,26482715,21685892,"(26482715, 21685892)",0.0,,0.0
409,26489604,21589652,"(26489604, 21589652)",0.0,,0.0
410,26489604,262394,"(26489604, 262394)",0.0,,0.0
411,26516140,12613621,"(26516140, 12613621)",0.0,,0.0
412,26516140,137026,"(26516140, 137026)",0.0,,0.0
413,26516140,21703780,"(26516140, 21703780)",0.0,,0.0
414,26560180,11430214,"(26560180, 11430214)",0.0,,0.0
415,26560180,17536444,"(26560180, 17536444)",0.0,,0.0
416,26560180,1926792,"(26560180, 1926792)",0.0,,0.0
417,26560180,19885353,"(26560180, 19885353)",0.0,,0.0
418,26907262,11347669,"(26907262, 11347669)",0.0,,0.0
419,26907262,12059101,"(26907262, 12059101)",0.0,,0.0
420,26907262,1929777,"(26907262, 1929777)",1.0,,0.0
421,26907262,24284070,"(26907262, 24284070)",1.0,,0.0
422,26936908,13610296,"(26936908, 13610296)",0.0,,0.0
423,26936908,1484957,"(26936908, 1484957)",0.0,,0.0
424,26936908,15642871,"(26936908, 15642871)",0.0,,0.0
425,26936908,18116541,"(26936908, 18116541)",0.0,,0.0
426,26936908,18785437,"(26936908, 18785437)",0.0,,0.0
427,26936908,2065321,"(26936908, 2065321)",0.0,,0.0
428,26936908,25273911,"(26936908, 25273911)",0.0,,0.0
429,26950128,18780017,"(26950128, 18780017)",0.0,,0.0
430,27024242,15214101,"(27024242, 15214101)",0.0,,0.0
431,2704035,12058561,"(2704035, 12058561)",0.0,,0.0
432,2704035,19184032,"(2704035, 19184032)",0.0,,0.0
433,2704035,20826986,"(2704035, 20826986)",0.0,,0.0
434,27051213,21980258,"(27051213, 21980258)",1.0,,1.0
435,27239002,1250364,"(27239002, 1250364)",0.0,,0.0
436,27239002,1454784,"(27239002, 1454784)",0.0,,0.0
437,27239002,1731246,"(27239002, 1731246)",0.0,,0.0
438,27239002,1994336,"(27239002, 1994336)",0.0,,0.0
439,27239002,2090727,"(27239002, 2090727)",0.0,,0.0
440,27239002,21421856,"(27239002, 21421856)",0.0,,0.0
441,27239002,2534067,"(27239002, 2534067)",1.0,0.0,0.0
442,27239002,25943076,"(27239002, 25943076)",0.0,,0.0
443,272597,11962960,"(272597, 11962960)",1.0,,0.0
444,27410925,12139525,"(27410925, 12139525)",0.0,,0.0
445,27410925,19240662,"(27410925, 19240662)",0.0,,0.0
446,27426691,18505331,"(27426691, 18505331)",1.0,,0.0
447,27426691,21558114,"(27426691, 21558114)",1.0,,0.0
448,27478968,137026,"(27478968, 137026)",0.0,,0.0
